timestamp,data.clientX_norm,data.clientY_norm,data.clientX,data.clientY,data.screenX,data.screenY,data.screenWidth,data.screenHeight,data.isClicking,data.isDblClicking,data.isTyping,data.currentMouseElement_element:item,data.currentMouseElement_element:item:option,data.currentMouseElement_element:item:text,data.currentMouseElement_element:navbar-bottom
1612448651226,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448651277,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448651330,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448651489,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448651542,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448651595,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448651647,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448651697,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448651749,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448651804,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448651855,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448651909,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448651962,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652015,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652067,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652120,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652175,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652226,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652278,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652328,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652380,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652485,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652536,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652591,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652645,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652697,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652752,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652806,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652858,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652911,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448652966,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448653018,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448653069,0.21180555555555555,0.5355555555555556,305,482,918,612,1440,900,0,0,0,0,0,1,0
1612448653121,0.20833333333333334,0.5355555555555556,300,482,913,612,1440,900,0,0,0,0,1,0,0
1612448653172,0.1951388888888889,0.5366666666666666,281,483,894,613,1440,900,0,0,0,0,1,0,0
1612448653222,0.14444444444444443,0.5433333333333333,208,489,821,619,1440,900,0,0,0,0,1,0,0
1612448653273,0.125,0.5566666666666666,180,501,793,631,1440,900,0,0,0,0,1,0,0
1612448653324,0.12083333333333333,0.5677777777777778,174,511,787,641,1440,900,0,0,0,0,1,0,0
1612448653375,0.12083333333333333,0.57,174,513,787,643,1440,900,0,0,0,0,1,0,0
1612448653483,0.12083333333333333,0.57,174,513,787,643,1440,900,0,0,0,0,1,0,0
1612448653539,0.12083333333333333,0.57,174,513,787,643,1440,900,0,0,0,0,1,0,0
1612448653592,0.12083333333333333,0.57,174,513,787,643,1440,900,0,0,0,0,1,0,0
1612448653645,0.12083333333333333,0.57,174,513,787,643,1440,900,0,0,0,0,1,0,0
1612448653696,0.12083333333333333,0.57,174,513,787,643,1440,900,0,0,0,0,1,0,0
1612448653749,0.12083333333333333,0.57,174,513,787,643,1440,900,0,0,0,0,1,0,0
1612448653801,0.12083333333333333,0.5711111111111111,174,514,787,644,1440,900,0,0,0,0,1,0,0
1612448653856,0.12083333333333333,0.5711111111111111,174,514,787,644,1440,900,0,0,0,0,1,0,0
1612448653911,0.12083333333333333,0.5711111111111111,174,514,787,644,1440,900,0,0,0,0,1,0,0
1612448653964,0.12083333333333333,0.5711111111111111,174,514,787,644,1440,900,0,0,0,0,1,0,0
1612448654018,0.12222222222222222,0.5866666666666667,176,528,789,658,1440,900,0,0,0,0,1,0,0
1612448654070,0.12361111111111112,0.61,178,549,791,679,1440,900,0,0,0,0,1,0,0
1612448654122,0.12361111111111112,0.6188888888888889,178,557,791,687,1440,900,0,0,0,0,1,0,0
1612448654173,0.12361111111111112,0.62,178,558,791,688,1440,900,0,0,0,0,1,0,0
1612448654223,0.12291666666666666,0.6222222222222222,177,560,790,690,1440,900,0,0,0,0,1,0,0
1612448654274,0.12291666666666666,0.6222222222222222,177,560,790,690,1440,900,0,0,0,0,1,0,0
1612448654334,0.12291666666666666,0.6222222222222222,177,560,790,690,1440,900,1,0,0,0,1,0,0
1612448654390,0.12291666666666666,0.6222222222222222,177,560,790,690,1440,900,0,0,0,0,1,0,0
1612448654498,0.12291666666666666,0.6222222222222222,177,560,790,690,1440,900,0,0,0,0,1,0,0
1612448654550,0.12291666666666666,0.6222222222222222,177,560,790,690,1440,900,0,0,0,0,1,0,0
1612448654606,0.12430555555555556,0.6222222222222222,179,560,792,690,1440,900,0,0,0,0,1,0,0
1612448654657,0.20416666666666666,0.6733333333333333,294,606,907,736,1440,900,0,0,0,1,0,0,0
1612448654709,0.2923611111111111,0.7288888888888889,421,656,1034,786,1440,900,0,0,0,0,0,0,1
1612448654764,0.3090277777777778,0.7366666666666667,445,663,1058,793,1440,900,0,0,0,0,0,0,1
1612448654817,0.3090277777777778,0.7366666666666667,445,663,1058,793,1440,900,0,0,0,0,0,0,1
1612448654870,0.3090277777777778,0.7366666666666667,445,663,1058,793,1440,900,0,0,0,0,0,0,1
1612448654923,0.3090277777777778,0.7366666666666667,445,663,1058,793,1440,900,0,0,0,0,0,0,1
1612448654978,0.3090277777777778,0.7366666666666667,445,663,1058,793,1440,900,0,0,0,0,0,0,1
1612448655029,0.30833333333333335,0.7366666666666667,444,663,1057,793,1440,900,0,0,0,0,0,0,1
1612448655079,0.3055555555555556,0.7433333333333333,440,669,1053,799,1440,900,0,0,0,0,0,0,1
