timestamp,data.clientX_norm,data.clientY_norm,data.clientX,data.clientY,data.screenX,data.screenY,data.screenWidth,data.screenHeight,data.isClicking,data.isDblClicking,data.isTyping,data.currentMouseElement_element:background,data.currentMouseElement_element:item,data.currentMouseElement_element:item:answer,data.currentMouseElement_element:item:option,data.currentMouseElement_element:item:text,data.currentMouseElement_element:navbar-bottom
1612448678115,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,0,0,1
1612448678167,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,0,0,1
1612448678220,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,0,0,1
1612448678273,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,0,0,1
1612448678325,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,0,0,1
1612448678376,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,0,0,1
1612448678426,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,0,0,1
1612448678479,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,0,0,1
1612448678532,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,0,0,1
1612448678584,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,0,0,1
1612448678639,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,0,0,1
1612448678798,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,0,0,1
1612448678850,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,0,0,1
1612448678902,0.3548611111111111,0.7488888888888889,511,674,1124,804,1440,900,0,0,0,0,0,0,0,0,1
1612448678955,0.34375,0.6511111111111111,495,586,1108,716,1440,900,0,0,0,0,0,0,1,0,0
1612448679008,0.33055555555555555,0.4855555555555556,476,437,1089,567,1440,900,0,0,0,0,0,0,1,0,0
1612448679058,0.34375,0.3288888888888889,495,296,1108,426,1440,900,0,0,0,0,0,0,0,1,0
1612448679109,0.3527777777777778,0.27555555555555555,508,248,1121,378,1440,900,0,0,0,0,0,0,0,1,0
1612448679160,0.3527777777777778,0.27555555555555555,508,248,1121,378,1440,900,0,0,0,0,0,0,0,1,0
1612448679211,0.3527777777777778,0.27555555555555555,508,248,1121,378,1440,900,0,0,0,0,0,0,0,1,0
1612448679266,0.3527777777777778,0.27555555555555555,508,248,1121,378,1440,900,0,0,0,0,0,0,0,1,0
1612448679316,0.3527777777777778,0.27555555555555555,508,248,1121,378,1440,900,0,0,0,0,0,0,0,1,0
1612448679368,0.3527777777777778,0.27555555555555555,508,248,1121,378,1440,900,0,0,0,0,0,0,0,1,0
1612448679421,0.34444444444444444,0.2922222222222222,496,263,1109,393,1440,900,0,0,0,0,0,0,0,1,0
1612448679472,0.2986111111111111,0.35555555555555557,430,320,1043,450,1440,900,0,0,0,0,0,0,0,1,0
1612448679524,0.23125,0.4088888888888889,333,368,946,498,1440,900,0,0,0,0,0,0,0,1,0
1612448679576,0.2125,0.4166666666666667,306,375,919,505,1440,900,0,0,0,0,0,0,0,1,0
1612448679627,0.2125,0.4166666666666667,306,375,919,505,1440,900,0,0,0,0,0,0,0,1,0
1612448679682,0.2125,0.4166666666666667,306,375,919,505,1440,900,0,0,0,0,0,0,0,1,0
1612448679788,0.2125,0.4166666666666667,306,375,919,505,1440,900,0,0,0,0,0,0,0,1,0
1612448679837,0.2125,0.4166666666666667,306,375,919,505,1440,900,0,0,0,0,0,0,0,1,0
1612448679893,0.2125,0.4166666666666667,306,375,919,505,1440,900,0,0,0,0,0,0,0,1,0
1612448679948,0.2125,0.4166666666666667,306,375,919,505,1440,900,0,0,0,0,0,0,0,1,0
1612448680003,0.2125,0.4166666666666667,306,375,919,505,1440,900,0,0,0,0,0,0,0,1,0
1612448680057,0.2125,0.4166666666666667,306,375,919,505,1440,900,0,0,0,0,0,0,0,1,0
1612448680111,0.2125,0.4166666666666667,306,375,919,505,1440,900,0,0,0,0,0,0,0,1,0
1612448680162,0.20625,0.41555555555555557,297,374,910,504,1440,900,0,0,0,0,0,0,0,1,0
1612448680213,0.17083333333333334,0.40555555555555556,246,365,859,495,1440,900,0,0,0,0,0,0,0,1,0
1612448680265,0.09930555555555555,0.3977777777777778,143,358,756,488,1440,900,0,0,0,0,0,0,0,1,0
1612448680317,0.03888888888888889,0.3977777777777778,56,358,669,488,1440,900,0,0,0,1,0,0,0,0,0
1612448680368,0.01875,0.4033333333333333,27,363,640,493,1440,900,0,0,0,1,0,0,0,0,0
1612448680423,0.01875,0.4033333333333333,27,363,640,493,1440,900,0,0,0,1,0,0,0,0,0
1612448680473,0.01875,0.4033333333333333,27,363,640,493,1440,900,0,0,0,1,0,0,0,0,0
1612448680525,0.01875,0.4033333333333333,27,363,640,493,1440,900,0,0,0,1,0,0,0,0,0
1612448680578,0.01875,0.4033333333333333,27,363,640,493,1440,900,0,0,0,1,0,0,0,0,0
1612448680630,0.01875,0.4033333333333333,27,363,640,493,1440,900,0,0,0,1,0,0,0,0,0
1612448680681,0.01875,0.4033333333333333,27,363,640,493,1440,900,0,0,0,1,0,0,0,0,0
1612448688010,0.4534722222222222,0.7611111111111111,653,685,1266,815,1440,900,0,0,0,0,0,0,0,0,1
1612448688060,0.43472222222222223,0.7455555555555555,626,671,1239,801,1440,900,0,0,0,0,0,0,0,0,1
1612448688111,0.37222222222222223,0.7266666666666667,536,654,1149,784,1440,900,0,0,0,0,0,0,0,0,1
1612448688163,0.3145833333333333,0.7255555555555555,453,653,1066,783,1440,900,0,0,0,0,0,0,0,0,1
1612448688214,0.28194444444444444,0.7244444444444444,406,652,1019,782,1440,900,0,0,0,0,0,0,0,0,1
1612448688265,0.27152777777777776,0.7244444444444444,391,652,1004,782,1440,900,0,0,0,0,0,0,0,0,1
1612448688321,0.2708333333333333,0.7244444444444444,390,652,1003,782,1440,900,0,0,0,0,0,0,0,0,1
1612448688375,0.2708333333333333,0.7244444444444444,390,652,1003,782,1440,900,0,0,0,0,0,0,0,0,1
1612448688429,0.2708333333333333,0.7244444444444444,390,652,1003,782,1440,900,0,0,0,0,0,0,0,0,1
1612448688479,0.2659722222222222,0.7288888888888889,383,656,996,786,1440,900,0,0,0,0,0,0,0,0,1
1612448688531,0.25625,0.7344444444444445,369,661,982,791,1440,900,0,0,0,0,0,0,0,0,1
1612448688582,0.24930555555555556,0.7355555555555555,359,662,972,792,1440,900,0,0,0,0,0,0,0,0,1
1612448688633,0.24305555555555555,0.7377777777777778,350,664,963,794,1440,900,0,0,0,0,0,0,0,0,1
1612448688684,0.2375,0.7433333333333333,342,669,955,799,1440,900,0,0,0,0,0,0,0,0,1
1612448688736,0.23472222222222222,0.7466666666666667,338,672,951,802,1440,900,0,0,0,0,0,0,0,0,1
1612448688789,0.23402777777777778,0.7466666666666667,337,672,950,802,1440,900,0,0,0,0,0,0,0,0,1
1612448688840,0.23402777777777778,0.7466666666666667,337,672,950,802,1440,900,0,0,0,0,0,0,0,0,1
1612448688891,0.23402777777777778,0.7466666666666667,337,672,950,802,1440,900,0,0,0,0,0,0,0,0,1
1612448855094,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448855148,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448855203,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448855257,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448855341,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448855396,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448855445,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448855499,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448855551,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448855708,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448855758,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448855810,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448855862,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448855914,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448855968,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448856020,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448856077,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448856128,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448856181,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,0,0,1
1612448856233,0.33611111111111114,0.6277777777777778,484,565,1126,756,1440,900,0,0,0,0,0,0,0,0,1
1612448856284,0.30416666666666664,0.6133333333333333,438,552,1080,743,1440,900,0,0,0,0,0,0,0,0,1
1612448856337,0.2625,0.6011111111111112,378,541,1020,732,1440,900,0,0,0,0,0,0,0,0,1
1612448856389,0.24166666666666667,0.5977777777777777,348,538,990,729,1440,900,0,0,0,0,0,0,0,0,1
1612448856444,0.23541666666666666,0.5955555555555555,339,536,981,727,1440,900,0,0,0,0,0,0,0,0,1
1612448856495,0.23472222222222222,0.5955555555555555,338,536,980,727,1440,900,0,0,0,0,0,0,0,0,1
1612448856547,0.23055555555555557,0.5955555555555555,332,536,974,727,1440,900,0,0,0,0,0,0,0,0,1
1612448856600,0.22083333333333333,0.5955555555555555,318,536,960,727,1440,900,0,0,0,0,0,0,0,0,1
1612448856705,0.20069444444444445,0.6,289,540,931,731,1440,900,0,0,0,0,0,0,0,0,1
1612448856756,0.19652777777777777,0.6044444444444445,283,544,925,735,1440,900,0,0,0,0,0,0,0,0,1
1612448856808,0.19652777777777777,0.6044444444444445,283,544,925,735,1440,900,0,0,0,0,0,0,0,0,1
1612448856858,0.19652777777777777,0.6044444444444445,283,544,925,735,1440,900,0,0,0,0,0,0,0,0,1
