timestamp,data.clientX_norm,data.clientY_norm,data.clientX,data.clientY,data.screenX,data.screenY,data.screenWidth,data.screenHeight,data.isClicking,data.isDblClicking,data.isTyping,data.currentMouseElement_element:background,data.currentMouseElement_element:item,data.currentMouseElement_element:item:answer,data.currentMouseElement_element:item:option,data.currentMouseElement_element:item:text,data.currentMouseElement_element:navbar-bottom,data.currentMouseElement_element:navbar-top
1612448756438,0.5197916666666667,0.825,998,891,2918,993,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448756489,0.5197916666666667,0.825,998,891,2918,993,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448787592,0.47239583333333335,0.5944444444444444,907,642,2827,744,1920,1080,0,0,0,0,0,1,0,0,0,0
1612448787643,0.47604166666666664,0.6018518518518519,914,650,2834,752,1920,1080,0,0,0,0,1,0,0,0,0,0
1612448787692,0.48333333333333334,0.6185185185185185,928,668,2848,770,1920,1080,0,0,0,0,1,0,0,0,0,0
1612448787744,0.4942708333333333,0.6731481481481482,949,727,2869,829,1920,1080,0,0,0,1,0,0,0,0,0,0
1612448787795,0.5041666666666667,0.7138888888888889,968,771,2888,873,1920,1080,0,0,0,1,0,0,0,0,0,0
1612448787847,0.5145833333333333,0.7657407407407407,988,827,2908,929,1920,1080,0,0,0,1,0,0,0,0,0,0
1612448787898,0.5203125,0.7944444444444444,999,858,2919,960,1920,1080,0,0,0,1,0,0,0,0,0,0
1612448787949,0.525,0.8037037037037037,1008,868,2928,970,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448787999,0.5270833333333333,0.8092592592592592,1012,874,2932,976,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448788051,0.5291666666666667,0.8166666666666667,1016,882,2936,984,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448788103,0.5307291666666667,0.825,1019,891,2939,993,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448788153,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448788204,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448788256,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448788308,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448788359,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448788409,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448788459,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448788510,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,1,0,0,0,0,0,0,0,1,0
1612448788819,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448788869,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448788922,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448788973,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789025,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789074,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789125,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789176,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789226,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789277,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789328,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789381,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789432,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789482,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789533,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789635,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789685,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789735,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789786,0.53125,0.8314814814814815,1020,898,2940,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789836,0.5307291666666667,0.8314814814814815,1019,898,2939,1000,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789887,0.5125,0.8398148148148148,984,907,2904,1009,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789938,0.47760416666666666,0.8435185185185186,917,911,2837,1013,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448789991,0.4588541666666667,0.8444444444444444,881,912,2801,1014,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790042,0.4552083333333333,0.8444444444444444,874,912,2794,1014,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790092,0.44635416666666666,0.8444444444444444,857,912,2777,1014,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790143,0.43385416666666665,0.8444444444444444,833,912,2753,1014,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790195,0.4265625,0.8416666666666667,819,909,2739,1011,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790246,0.42552083333333335,0.8407407407407408,817,908,2737,1010,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790298,0.42552083333333335,0.8407407407407408,817,908,2737,1010,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790349,0.42552083333333335,0.8407407407407408,817,908,2737,1010,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790400,0.4234375,0.8407407407407408,813,908,2733,1010,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790452,0.41822916666666665,0.8388888888888889,803,906,2723,1008,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790502,0.41510416666666666,0.837037037037037,797,904,2717,1006,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790553,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790712,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790764,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790816,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790866,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790918,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448790969,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791020,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791071,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791122,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791172,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791223,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791273,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791324,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791376,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791428,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791479,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791531,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791582,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791683,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791735,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791786,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791837,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791889,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791939,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448791991,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792041,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792092,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792142,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792193,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792245,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792295,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792346,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792397,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792449,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792500,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792551,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792602,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792704,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792755,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792807,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792858,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792909,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448792961,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793012,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793063,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793113,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793165,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793216,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793268,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793320,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793370,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793422,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793473,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793525,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793576,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793628,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793730,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793781,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793832,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793883,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793933,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448793984,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794034,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794085,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794135,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794186,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794237,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794288,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794339,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794391,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794443,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794493,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794545,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794597,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794647,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794750,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794800,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794851,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794902,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448794954,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795005,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795056,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795106,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795158,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795209,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795261,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795312,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795363,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795414,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795466,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795517,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795569,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795621,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795673,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795776,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795826,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795877,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795927,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448795978,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448796029,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448796079,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448796130,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
1612448796180,0.41354166666666664,0.8361111111111111,794,903,2714,1005,1920,1080,0,0,0,0,0,0,0,0,1,0
