timestamp,data.clientX_norm,data.clientY_norm,data.clientX,data.clientY,data.screenX,data.screenY,data.screenWidth,data.screenHeight,data.isClicking,data.isDblClicking,data.isTyping,data.currentMouseElement_element:background,data.currentMouseElement_element:item,data.currentMouseElement_element:item:option,data.currentMouseElement_element:item:text,data.currentMouseElement_element:navbar-bottom,data.currentMouseElement_element:navbar-top
1612448718584,0.357421875,0.5701388888888889,915,821,3293,1336,2560,1440,1,0,0,0,0,0,0,1,0
1612448718635,0.357421875,0.5701388888888889,915,821,3293,1336,2560,1440,0,0,0,0,0,0,0,1,0
1612448718748,0.3421875,0.49444444444444446,876,712,3235,1172,2560,1440,0,0,0,0,1,0,0,0,0
1612448718799,0.341015625,0.4840277777777778,873,697,3230,1150,2560,1440,0,0,0,0,1,0,0,0,0
1612448718849,0.341015625,0.4840277777777778,873,697,3230,1150,2560,1440,0,0,0,0,1,0,0,0,0
1612448718900,0.341015625,0.4840277777777778,873,697,3230,1150,2560,1440,0,0,0,0,1,0,0,0,0
1612448718950,0.341015625,0.4840277777777778,873,697,3230,1150,2560,1440,0,0,0,0,1,0,0,0,0
1612448719001,0.341015625,0.4840277777777778,873,697,3230,1150,2560,1440,0,0,0,0,1,0,0,0,0
1612448719052,0.341015625,0.4840277777777778,873,697,3230,1150,2560,1440,0,0,0,0,1,0,0,0,0
1612448719102,0.34375,0.47291666666666665,880,681,3241,1126,2560,1440,0,0,0,0,1,0,0,0,0
1612448719153,0.344921875,0.4708333333333333,883,678,3245,1122,2560,1440,0,0,0,0,1,0,0,0,0
1612448719204,0.344921875,0.4708333333333333,883,678,3245,1122,2560,1440,0,0,0,0,1,0,0,0,0
1612448719255,0.3453125,0.47152777777777777,884,679,3246,1123,2560,1440,0,0,0,0,1,0,0,0,0
1612448719305,0.34453125,0.47638888888888886,882,686,3244,1134,2560,1440,0,0,0,0,1,0,0,0,0
1612448719356,0.34296875,0.4791666666666667,878,690,3238,1140,2560,1440,0,0,0,0,1,0,0,0,0
1612448719407,0.34140625,0.47847222222222224,874,689,3232,1138,2560,1440,0,0,0,0,1,0,0,0,0
1612448719508,0.330859375,0.475,847,684,3191,1130,2560,1440,0,0,0,0,1,0,0,0,0
1612448719559,0.327734375,0.47430555555555554,839,683,3179,1129,2560,1440,0,0,0,0,1,0,0,0,0
1612448719610,0.327734375,0.47430555555555554,839,683,3179,1129,2560,1440,0,0,0,0,1,0,0,0,0
1612448719661,0.326953125,0.4722222222222222,837,680,3176,1125,2560,1440,0,0,0,0,1,0,0,0,0
1612448719712,0.31953125,0.46458333333333335,818,669,3147,1108,2560,1440,0,0,0,0,0,1,0,0,0
1612448719762,0.3109375,0.4583333333333333,796,660,3114,1094,2560,1440,0,0,0,0,0,1,0,0,0
1612448719813,0.308203125,0.45555555555555555,789,656,3104,1089,2560,1440,0,0,0,0,0,1,0,0,0
1612448719864,0.308203125,0.45555555555555555,789,656,3104,1089,2560,1440,0,0,0,0,0,1,0,0,0
1612448719914,0.308203125,0.45555555555555555,789,656,3104,1089,2560,1440,0,0,0,0,0,1,0,0,0
1612448719965,0.308203125,0.45555555555555555,789,656,3104,1089,2560,1440,0,0,0,0,0,1,0,0,0
1612448720016,0.308203125,0.45555555555555555,789,656,3104,1089,2560,1440,0,0,0,0,0,1,0,0,0
1612448720067,0.308203125,0.45555555555555555,789,656,3104,1089,2560,1440,0,0,0,0,0,1,0,0,0
1612448720118,0.308203125,0.45555555555555555,789,656,3104,1089,2560,1440,0,0,0,0,0,1,0,0,0
1612448720169,0.308203125,0.45555555555555555,789,656,3104,1089,2560,1440,0,0,0,0,0,1,0,0,0
1612448720220,0.308203125,0.45555555555555555,789,656,3104,1089,2560,1440,0,0,0,0,0,1,0,0,0
1612448720271,0.308203125,0.45555555555555555,789,656,3104,1089,2560,1440,0,0,0,0,0,1,0,0,0
1612448720321,0.308203125,0.45555555555555555,789,656,3104,1089,2560,1440,0,0,0,0,0,1,0,0,0
1612448720372,0.306640625,0.45555555555555555,785,656,3098,1088,2560,1440,0,0,0,0,0,1,0,0,0
1612448720423,0.305078125,0.4548611111111111,781,655,3092,1087,2560,1440,0,0,0,0,0,1,0,0,0
1612448720524,0.29609375,0.4527777777777778,758,652,3057,1082,2560,1440,0,0,0,0,0,1,0,0,0
1612448720575,0.290234375,0.4527777777777778,743,652,3035,1082,2560,1440,0,0,0,0,0,1,0,0,0
1612448720625,0.2796875,0.45208333333333334,716,651,2995,1081,2560,1440,0,0,0,0,0,1,0,0,0
1612448720676,0.26171875,0.45,670,648,2926,1077,2560,1440,0,0,0,0,0,1,0,0,0
1612448720730,0.240234375,0.44375,615,639,2843,1063,2560,1440,0,0,0,0,0,1,0,0,0
1612448720781,0.23515625,0.44027777777777777,602,634,2824,1055,2560,1440,0,0,0,0,0,1,0,0,0
1612448720831,0.234375,0.4375,600,630,2820,1049,2560,1440,0,0,0,0,0,1,0,0,0
1612448720882,0.23359375,0.43333333333333335,598,624,2818,1041,2560,1440,0,0,0,0,0,1,0,0,0
1612448720932,0.233203125,0.42777777777777776,597,616,2816,1028,2560,1440,0,0,0,0,0,1,0,0,0
1612448720983,0.234375,0.4236111111111111,600,610,2821,1019,2560,1440,0,0,0,0,0,1,0,0,0
1612448721034,0.235546875,0.42083333333333334,603,606,2825,1014,2560,1440,0,0,0,0,0,1,0,0,0
1612448721084,0.235546875,0.42083333333333334,603,606,2825,1014,2560,1440,0,0,0,0,0,1,0,0,0
1612448721135,0.235546875,0.42083333333333334,603,606,2825,1014,2560,1440,0,0,0,0,0,1,0,0,0
1612448721186,0.235546875,0.42083333333333334,603,606,2825,1014,2560,1440,0,0,0,0,0,1,0,0,0
1612448721237,0.235546875,0.42083333333333334,603,606,2825,1014,2560,1440,0,0,0,0,0,1,0,0,0
1612448721288,0.235546875,0.42083333333333334,603,606,2825,1014,2560,1440,0,0,0,0,0,1,0,0,0
1612448721338,0.235546875,0.41458333333333336,603,597,2825,1000,2560,1440,0,0,0,0,0,1,0,0,0
1612448721389,0.235546875,0.40694444444444444,603,586,2825,983,2560,1440,0,0,0,0,0,1,0,0,0
1612448721440,0.235546875,0.4027777777777778,603,580,2825,975,2560,1440,0,0,0,0,0,1,0,0,0
1612448721542,0.235546875,0.39791666666666664,603,573,2825,964,2560,1440,0,0,0,0,0,1,0,0,0
1612448721593,0.235546875,0.39791666666666664,603,573,2825,964,2560,1440,0,0,0,0,0,1,0,0,0
1612448721643,0.235546875,0.39791666666666664,603,573,2825,964,2560,1440,0,0,0,0,0,1,0,0,0
1612448721694,0.235546875,0.39791666666666664,603,573,2825,964,2560,1440,0,0,0,0,0,1,0,0,0
1612448721745,0.235546875,0.39791666666666664,603,573,2825,964,2560,1440,0,0,0,0,0,1,0,0,0
1612448721796,0.235546875,0.39791666666666664,603,573,2825,964,2560,1440,0,0,0,0,0,1,0,0,0
1612448721847,0.235546875,0.39791666666666664,603,573,2825,964,2560,1440,0,0,0,0,0,1,0,0,0
1612448721897,0.235546875,0.39791666666666664,603,573,2825,964,2560,1440,0,0,0,0,0,1,0,0,0
1612448721948,0.235546875,0.39791666666666664,603,573,2825,964,2560,1440,0,0,0,0,0,1,0,0,0
1612448721998,0.235546875,0.39791666666666664,603,573,2825,964,2560,1440,0,0,0,0,0,1,0,0,0
1612448722049,0.235546875,0.39791666666666664,603,573,2825,964,2560,1440,0,0,0,0,0,1,0,0,0
1612448722110,0.235546875,0.39791666666666664,603,573,2825,964,2560,1440,1,0,0,0,0,1,0,0,0
1612448722160,0.235546875,0.39791666666666664,603,573,2825,964,2560,1440,0,0,0,0,0,1,0,0,0
1612448722211,0.235546875,0.39791666666666664,603,573,2825,964,2560,1440,0,0,0,0,0,1,0,0,0
1612448722261,0.235546875,0.39791666666666664,603,573,2825,964,2560,1440,0,0,0,0,0,1,0,0,0
1612448722312,0.2375,0.4,608,576,2833,968,2560,1440,0,0,0,0,0,1,0,0,0
1612448722362,0.302734375,0.4388888888888889,775,632,3083,1052,2560,1440,0,0,0,0,0,1,0,0,0
1612448722413,0.358203125,0.48194444444444445,917,694,3296,1145,2560,1440,0,0,0,0,1,0,0,0,0
1612448722464,0.370703125,0.5090277777777777,949,733,3344,1204,2560,1440,0,0,0,1,0,0,0,0,0
1612448722565,0.38125,0.5375,976,774,3384,1265,2560,1440,0,0,0,1,0,0,0,0,0
1612448722616,0.380859375,0.5375,975,774,3383,1265,2560,1440,0,0,0,1,0,0,0,0,0
1612448722666,0.351953125,0.5125,901,738,3272,1211,2560,1440,0,0,0,1,0,0,0,0,0
1612448722717,0.3046875,0.47708333333333336,780,687,3090,1135,2560,1440,0,0,0,0,1,0,0,0,0
1612448722768,0.2765625,0.45208333333333334,708,651,2983,1081,2560,1440,0,0,0,0,0,1,0,0,0
1612448722819,0.27421875,0.44722222222222224,702,644,2973,1070,2560,1440,0,0,0,0,0,1,0,0,0
1612448722869,0.259375,0.44166666666666665,664,636,2916,1059,2560,1440,0,0,0,0,0,1,0,0,0
1612448722920,0.248046875,0.44305555555555554,635,638,2873,1061,2560,1440,0,0,0,0,0,1,0,0,0
1612448722971,0.246484375,0.44375,631,639,2867,1063,2560,1440,0,0,0,0,0,1,0,0,0
1612448723022,0.244140625,0.4486111111111111,625,646,2858,1074,2560,1440,0,0,0,0,0,1,0,0,0
1612448723072,0.24296875,0.45,622,648,2853,1077,2560,1440,0,0,0,0,0,1,0,0,0
1612448723123,0.241015625,0.4513888888888889,617,650,2846,1079,2560,1440,0,0,0,0,0,1,0,0,0
1612448723174,0.2390625,0.4513888888888889,612,650,2839,1079,2560,1440,0,0,0,0,0,1,0,0,0
1612448723225,0.23671875,0.4513888888888889,606,650,2830,1080,2560,1440,0,0,0,0,0,1,0,0,0
1612448723276,0.2359375,0.4513888888888889,604,650,2827,1080,2560,1440,0,0,0,0,0,1,0,0,0
1612448723326,0.23515625,0.4513888888888889,602,650,2823,1080,2560,1440,0,0,0,0,0,1,0,0,0
1612448723377,0.2328125,0.4513888888888889,596,650,2814,1080,2560,1440,0,0,0,0,0,1,0,0,0
1612448723428,0.232421875,0.4513888888888889,595,650,2813,1080,2560,1440,0,0,0,0,0,1,0,0,0
1612448723479,0.232421875,0.4513888888888889,595,650,2813,1080,2560,1440,0,0,0,0,0,1,0,0,0
1612448723591,0.237109375,0.45416666666666666,607,654,2831,1085,2560,1440,0,0,0,0,0,1,0,0,0
1612448723642,0.258203125,0.4708333333333333,661,678,2912,1121,2560,1440,0,0,0,0,0,1,0,0,0
1612448723692,0.298046875,0.49722222222222223,763,716,3065,1179,2560,1440,0,0,0,0,1,0,0,0,0
1612448723743,0.337109375,0.5270833333333333,863,759,3215,1243,2560,1440,0,0,0,1,0,0,0,0,0
1612448723793,0.36015625,0.5409722222222222,922,779,3303,1273,2560,1440,0,0,0,1,0,0,0,0,0
1612448723844,0.364453125,0.54375,933,783,3320,1279,2560,1440,0,0,0,0,0,0,0,1,0
1612448723894,0.36640625,0.5458333333333333,938,786,3327,1284,2560,1440,0,0,0,0,0,0,0,1,0
1612448723945,0.369140625,0.5506944444444445,945,793,3338,1294,2560,1440,0,0,0,0,0,0,0,1,0
1612448723996,0.380078125,0.5618055555555556,973,809,3380,1318,2560,1440,0,0,0,0,0,0,0,1,0
1612448724046,0.38046875,0.5625,974,810,3381,1319,2560,1440,0,0,0,0,0,0,0,1,0
1612448724098,0.37578125,0.5625,962,810,3363,1320,2560,1440,0,0,0,0,0,0,0,1,0
1612448724149,0.36953125,0.5631944444444444,946,811,3340,1321,2560,1440,0,0,0,0,0,0,0,1,0
1612448724200,0.36953125,0.5631944444444444,946,811,3340,1321,2560,1440,0,0,0,0,0,0,0,1,0
1612448724250,0.36953125,0.5631944444444444,946,811,3340,1321,2560,1440,0,0,0,0,0,0,0,1,0
1612448724301,0.36953125,0.5631944444444444,946,811,3340,1321,2560,1440,0,0,0,0,0,0,0,1,0
1612448724352,0.36953125,0.5631944444444444,946,811,3340,1321,2560,1440,1,0,0,0,0,0,0,1,0
1612448724402,0.36953125,0.5631944444444444,946,811,3340,1321,2560,1440,0,0,0,0,0,0,0,1,0
1612448724453,0.37109375,0.5652777777777778,950,814,3345,1325,2560,1440,0,0,0,0,0,0,0,1,0
1612448724504,0.37578125,0.5701388888888889,962,821,3364,1336,2560,1440,0,0,0,0,0,0,0,1,0
1612448724555,0.37734375,0.5708333333333333,966,822,3369,1337,2560,1440,0,0,0,0,0,0,0,1,0
1612448724606,0.37734375,0.5708333333333333,966,822,3369,1337,2560,1440,0,0,0,0,0,0,0,1,0
1612448724656,0.37734375,0.5708333333333333,966,822,3369,1337,2560,1440,0,0,0,0,0,0,0,1,0
1612448724707,0.37734375,0.5708333333333333,966,822,3369,1337,2560,1440,0,0,0,0,0,0,0,1,0
1612448724758,0.37734375,0.5708333333333333,966,822,3369,1337,2560,1440,0,0,0,0,0,0,0,1,0
1612448724809,0.37734375,0.5708333333333333,966,822,3369,1337,2560,1440,0,0,0,0,0,0,0,1,0
1612448724860,0.369921875,0.5694444444444444,947,820,3341,1335,2560,1440,0,0,0,0,0,0,0,1,0
1612448724911,0.331640625,0.5666666666666667,849,816,3194,1328,2560,1440,0,0,0,0,0,0,0,1,0
1612448724961,0.30546875,0.5666666666666667,782,816,3094,1328,2560,1440,0,0,0,0,0,0,0,1,0
1612448725012,0.278515625,0.5652777777777778,713,814,2990,1326,2560,1440,0,0,0,0,0,0,0,1,0
1612448725063,0.266796875,0.5652777777777778,683,814,2945,1326,2560,1440,0,0,0,0,0,0,0,1,0
1612448725114,0.26796875,0.5645833333333333,686,813,2949,1324,2560,1440,0,0,0,0,0,0,0,1,0
1612448725164,0.27109375,0.5638888888888889,694,812,2961,1323,2560,1440,0,0,0,0,0,0,0,1,0
1612448725216,0.280078125,0.5638888888888889,717,812,2996,1323,2560,1440,0,0,0,0,0,0,0,1,0
1612448725267,0.284375,0.5638888888888889,728,812,3012,1322,2560,1440,0,0,0,0,0,0,0,1,0
1612448725318,0.284375,0.5638888888888889,728,812,3012,1322,2560,1440,0,0,0,0,0,0,0,1,0
1612448725368,0.284375,0.5638888888888889,728,812,3012,1322,2560,1440,0,0,0,0,0,0,0,1,0
1612448725420,0.284375,0.5638888888888889,728,812,3012,1322,2560,1440,0,0,0,0,0,0,0,1,0
1612448725471,0.280859375,0.5638888888888889,719,812,2999,1322,2560,1440,0,0,0,0,0,0,0,1,0
1612448725521,0.2703125,0.5638888888888889,692,812,2959,1322,2560,1440,0,0,0,0,0,0,0,1,0
1612448725572,0.265234375,0.5638888888888889,679,812,2939,1322,2560,1440,0,0,0,0,0,0,0,1,0
1612448725623,0.265234375,0.5638888888888889,679,812,2939,1322,2560,1440,0,0,0,0,0,0,0,1,0
1612448725674,0.265234375,0.5638888888888889,679,812,2939,1322,2560,1440,0,0,0,0,0,0,0,1,0
1612448725725,0.26484375,0.5638888888888889,678,812,2938,1323,2560,1440,0,0,0,0,0,0,0,1,0
1612448725775,0.265625,0.5652777777777778,680,814,2940,1325,2560,1440,0,0,0,0,0,0,0,1,0
1612448725826,0.270703125,0.5659722222222222,693,815,2960,1327,2560,1440,0,0,0,0,0,0,0,1,0
1612448725877,0.27421875,0.5673611111111111,702,817,2974,1330,2560,1440,0,0,0,0,0,0,0,1,0
1612448725928,0.273828125,0.5680555555555555,701,818,2972,1331,2560,1440,0,0,0,0,0,0,0,1,0
1612448725978,0.26875,0.5680555555555555,688,818,2952,1332,2560,1440,0,0,0,0,0,0,0,1,0
1612448726029,0.2640625,0.5680555555555555,676,818,2935,1331,2560,1440,0,0,0,0,0,0,0,1,0
1612448726080,0.264453125,0.5673611111111111,677,817,2936,1330,2560,1440,0,0,0,0,0,0,0,1,0
1612448726130,0.26796875,0.5666666666666667,686,816,2949,1329,2560,1440,0,0,0,0,0,0,0,1,0
1612448726181,0.30234375,0.5722222222222222,774,824,3082,1340,2560,1440,0,0,0,0,0,0,0,1,0
