timestamp,data.clientX_norm,data.clientY_norm,data.clientX,data.clientY,data.screenX,data.screenY,data.screenWidth,data.screenHeight,data.isClicking,data.isDblClicking,data.isTyping,data.currentMouseElement_element:background,data.currentMouseElement_element:item,data.currentMouseElement_element:item:option,data.currentMouseElement_element:item:text,data.currentMouseElement_element:navbar-bottom,data.currentMouseElement_element:navbar-top
1612448667771,0.5848958333333333,0.8858333333333334,1123,1063,1123,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448667832,0.5848958333333333,0.8858333333333334,1123,1063,1123,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448667893,0.5848958333333333,0.8858333333333334,1123,1063,1123,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448668008,0.5848958333333333,0.8858333333333334,1123,1063,1123,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448668060,0.5848958333333333,0.8858333333333334,1123,1063,1123,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448668119,0.5848958333333333,0.8858333333333334,1123,1063,1123,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448668178,0.5848958333333333,0.8841666666666667,1123,1061,1123,1135,1920,1200,0,0,0,0,0,0,0,1,0
1612448668240,0.584375,0.8841666666666667,1122,1061,1122,1135,1920,1200,0,0,0,0,0,0,0,1,0
1612448668294,0.5822916666666667,0.8841666666666667,1118,1061,1118,1135,1920,1200,0,0,0,0,0,0,0,1,0
1612448668347,0.5729166666666666,0.8825,1100,1059,1100,1133,1920,1200,0,0,0,0,0,0,0,1,0
1612448668406,0.5520833333333334,0.8825,1060,1059,1060,1133,1920,1200,0,0,0,0,0,0,0,1,0
1612448668462,0.5078125,0.8858333333333334,975,1063,975,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448668513,0.4786458333333333,0.8866666666666667,919,1064,919,1138,1920,1200,0,0,0,0,0,0,0,1,0
1612448668572,0.465625,0.8866666666666667,894,1064,894,1138,1920,1200,0,0,0,0,0,0,0,1,0
1612448668628,0.4609375,0.8866666666666667,885,1064,885,1138,1920,1200,0,0,0,0,0,0,0,1,0
1612448668679,0.4609375,0.8866666666666667,885,1064,885,1138,1920,1200,0,0,0,0,0,0,0,1,0
