timestamp,data.clientX_norm,data.clientY_norm,data.clientX,data.clientY,data.screenX,data.screenY,data.screenWidth,data.screenHeight,data.isClicking,data.isDblClicking,data.isTyping,data.currentMouseElement_element:background,data.currentMouseElement_element:item,data.currentMouseElement_element:item:answer,data.currentMouseElement_element:navbar-bottom
1612448643240,0.2826388888888889,0.44333333333333336,407,399,1020,529,1440,900,0,0,0,0,1,0,0
1612448643342,0.28194444444444444,0.4388888888888889,406,395,1019,525,1440,900,0,0,0,0,1,0,0
1612448643396,0.28194444444444444,0.4388888888888889,406,395,1019,525,1440,900,0,0,0,0,1,0,0
1612448643448,0.28194444444444444,0.4388888888888889,406,395,1019,525,1440,900,1,0,0,0,1,0,0
1612448643504,0.28194444444444444,0.4388888888888889,406,395,1019,525,1440,900,0,0,0,0,1,0,0
1612448643559,0.28194444444444444,0.4388888888888889,406,395,1019,525,1440,900,0,0,0,0,1,0,0
1612448643612,0.28194444444444444,0.4388888888888889,406,395,1019,525,1440,900,0,0,0,0,1,0,0
1612448643666,0.28194444444444444,0.4388888888888889,406,395,1019,525,1440,900,0,0,0,0,1,0,0
1612448643721,0.28194444444444444,0.4388888888888889,406,395,1019,525,1440,900,0,0,0,0,1,0,0
1612448643773,0.27361111111111114,0.43,394,387,1007,517,1440,900,0,0,0,0,1,0,0
1612448643822,0.2659722222222222,0.4211111111111111,383,379,996,509,1440,900,0,0,0,0,0,1,0
1612448643877,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448643932,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448643986,0.2652777777777778,0.42,382,378,995,508,1440,900,1,0,0,0,0,1,0
1612448644037,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448644087,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448644141,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448644192,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448644246,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448644405,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448644458,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448644513,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448644566,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448644617,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448644671,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448644725,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448644780,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448644832,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448644885,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448644940,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645000,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,1,0,0,1,0
1612448645052,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645105,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645159,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645209,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645262,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645368,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645419,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,1,0,0,1,0
1612448645473,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645528,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645581,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645635,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645688,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645744,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645798,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645850,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645905,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448645960,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646014,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646065,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646118,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646172,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646226,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646280,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646383,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,1,0,0,1,0
1612448646438,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646493,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646547,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646600,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646655,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646705,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646761,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646811,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,1,0,0,1,0
1612448646864,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646918,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448646972,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448647026,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448647077,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448647133,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448647188,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448647243,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448647298,0.2652777777777778,0.42,382,378,995,508,1440,900,0,0,0,0,0,1,0
1612448647401,0.29375,0.47,423,423,1036,553,1440,900,0,0,0,0,1,0,0
1612448647454,0.3,0.4955555555555556,432,446,1045,576,1440,900,0,0,0,0,1,0,0
1612448647505,0.2972222222222222,0.5133333333333333,428,462,1041,592,1440,900,0,0,0,0,1,0,0
1612448647556,0.29305555555555557,0.52,422,468,1035,598,1440,900,0,0,0,1,0,0,0
1612448647605,0.2923611111111111,0.5377777777777778,421,484,1034,614,1440,900,0,0,0,1,0,0,0
1612448647656,0.2923611111111111,0.5722222222222222,421,515,1034,645,1440,900,0,0,0,1,0,0,0
1612448647707,0.29305555555555557,0.6133333333333333,422,552,1035,682,1440,900,0,0,0,1,0,0,0
1612448647759,0.29375,0.6188888888888889,423,557,1036,687,1440,900,0,0,0,1,0,0,0
1612448647814,0.29375,0.6188888888888889,423,557,1036,687,1440,900,0,0,0,1,0,0,0
1612448647868,0.29375,0.6188888888888889,423,557,1036,687,1440,900,0,0,0,1,0,0,0
1612448647922,0.2965277777777778,0.6266666666666667,427,564,1040,694,1440,900,0,0,0,1,0,0,0
1612448647973,0.32430555555555557,0.6922222222222222,467,623,1080,753,1440,900,0,0,0,1,0,0,0
1612448648023,0.3326388888888889,0.7144444444444444,479,643,1092,773,1440,900,0,0,0,0,0,0,1
1612448648074,0.33819444444444446,0.7244444444444444,487,652,1100,782,1440,900,0,0,0,0,0,0,1
1612448648124,0.3423611111111111,0.7311111111111112,493,658,1106,788,1440,900,0,0,0,0,0,0,1
1612448648176,0.34375,0.7322222222222222,495,659,1108,789,1440,900,0,0,0,0,0,0,1
1612448648227,0.3486111111111111,0.7411111111111112,502,667,1115,797,1440,900,0,0,0,0,0,0,1
1612448648278,0.3527777777777778,0.7477777777777778,508,673,1121,803,1440,900,0,0,0,0,0,0,1
1612448648331,0.3527777777777778,0.7477777777777778,508,673,1121,803,1440,900,0,0,0,0,0,0,1
1612448647401,0.29375,0.47,423,423,1036,553,1440,900,0,0,0,0,1,0,0
1612448647454,0.3,0.4955555555555556,432,446,1045,576,1440,900,0,0,0,0,1,0,0
1612448647505,0.2972222222222222,0.5133333333333333,428,462,1041,592,1440,900,0,0,0,0,1,0,0
1612448647556,0.29305555555555557,0.52,422,468,1035,598,1440,900,0,0,0,1,0,0,0
1612448647605,0.2923611111111111,0.5377777777777778,421,484,1034,614,1440,900,0,0,0,1,0,0,0
1612448647656,0.2923611111111111,0.5722222222222222,421,515,1034,645,1440,900,0,0,0,1,0,0,0
1612448647707,0.29305555555555557,0.6133333333333333,422,552,1035,682,1440,900,0,0,0,1,0,0,0
1612448647759,0.29375,0.6188888888888889,423,557,1036,687,1440,900,0,0,0,1,0,0,0
1612448647814,0.29375,0.6188888888888889,423,557,1036,687,1440,900,0,0,0,1,0,0,0
1612448647868,0.29375,0.6188888888888889,423,557,1036,687,1440,900,0,0,0,1,0,0,0
1612448647922,0.2965277777777778,0.6266666666666667,427,564,1040,694,1440,900,0,0,0,1,0,0,0
1612448647973,0.32430555555555557,0.6922222222222222,467,623,1080,753,1440,900,0,0,0,1,0,0,0
1612448648023,0.3326388888888889,0.7144444444444444,479,643,1092,773,1440,900,0,0,0,0,0,0,1
1612448648074,0.33819444444444446,0.7244444444444444,487,652,1100,782,1440,900,0,0,0,0,0,0,1
1612448648124,0.3423611111111111,0.7311111111111112,493,658,1106,788,1440,900,0,0,0,0,0,0,1
1612448648176,0.34375,0.7322222222222222,495,659,1108,789,1440,900,0,0,0,0,0,0,1
1612448648227,0.3486111111111111,0.7411111111111112,502,667,1115,797,1440,900,0,0,0,0,0,0,1
1612448648278,0.3527777777777778,0.7477777777777778,508,673,1121,803,1440,900,0,0,0,0,0,0,1
1612448648331,0.3527777777777778,0.7477777777777778,508,673,1121,803,1440,900,0,0,0,0,0,0,1
1612448674084,0.20069444444444445,0.7477777777777778,289,673,902,803,1440,900,0,0,0,0,0,0,1
1612448674145,0.20069444444444445,0.7477777777777778,289,673,902,803,1440,900,0,0,0,0,0,0,1
1612448674200,0.20069444444444445,0.7477777777777778,289,673,902,803,1440,900,0,0,0,0,0,0,1
1612448674251,0.20069444444444445,0.7477777777777778,289,673,902,803,1440,900,0,0,0,0,0,0,1
1612448674305,0.20069444444444445,0.7477777777777778,289,673,902,803,1440,900,0,0,0,0,0,0,1
1612448674356,0.20069444444444445,0.7477777777777778,289,673,902,803,1440,900,0,0,0,0,0,0,1
1612448674412,0.20069444444444445,0.7477777777777778,289,673,902,803,1440,900,0,0,0,0,0,0,1
1612448674465,0.20069444444444445,0.7477777777777778,289,673,902,803,1440,900,0,0,0,0,0,0,1
1612448674518,0.20069444444444445,0.7477777777777778,289,673,902,803,1440,900,0,0,0,0,0,0,1
1612448674573,0.20069444444444445,0.7477777777777778,289,673,902,803,1440,900,0,0,0,0,0,0,1
1612448674628,0.20069444444444445,0.7477777777777778,289,673,902,803,1440,900,0,0,0,0,0,0,1
1612448675844,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,1
1612448675894,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,1
1612448675950,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,1
1612448676001,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,1
1612448676052,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,1
1612448676104,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,1
1612448676155,0.3548611111111111,0.7611111111111111,511,685,1124,815,1440,900,0,0,0,0,0,0,1
1612448844645,0.25,0.6144444444444445,360,553,1002,744,1440,900,0,0,0,0,0,0,1
1612448844700,0.25,0.6144444444444445,360,553,1002,744,1440,900,0,0,0,0,0,0,1
1612448844754,0.25,0.6144444444444445,360,553,1002,744,1440,900,0,0,0,0,0,0,1
1612448844805,0.25,0.6144444444444445,360,553,1002,744,1440,900,0,0,0,0,0,0,1
1612448844861,0.25,0.6144444444444445,360,553,1002,744,1440,900,0,0,0,0,0,0,1
1612448844911,0.25,0.6144444444444445,360,553,1002,744,1440,900,0,0,0,0,0,0,1
1612448844965,0.25,0.6144444444444445,360,553,1002,744,1440,900,0,0,0,0,0,0,1
1612448845017,0.26944444444444443,0.6166666666666667,388,555,1030,746,1440,900,0,0,0,0,0,0,1
1612448845068,0.2965277777777778,0.62,427,558,1069,749,1440,900,0,0,0,0,0,0,1
1612448845121,0.3076388888888889,0.6188888888888889,443,557,1085,748,1440,900,0,0,0,0,0,0,1
1612448845174,0.3090277777777778,0.6166666666666667,445,555,1087,746,1440,900,0,0,0,0,0,0,1
1612448845225,0.3090277777777778,0.6166666666666667,445,555,1087,746,1440,900,0,0,0,0,0,0,1
1612448845280,0.3090277777777778,0.6166666666666667,445,555,1087,746,1440,900,0,0,0,0,0,0,1
1612448845333,0.3090277777777778,0.6166666666666667,445,555,1087,746,1440,900,0,0,0,0,0,0,1
1612448845385,0.3055555555555556,0.6166666666666667,440,555,1082,746,1440,900,0,0,0,0,0,0,1
1612448845438,0.2972222222222222,0.6166666666666667,428,555,1070,746,1440,900,0,0,0,0,0,0,1
1612448845491,0.2965277777777778,0.6166666666666667,427,555,1069,746,1440,900,0,0,0,0,0,0,1
1612448845596,0.2965277777777778,0.6166666666666667,427,555,1069,746,1440,900,0,0,0,0,0,0,1
1612448852164,0.24375,0.6111111111111112,351,550,993,741,1440,900,0,0,0,0,0,0,1
1612448852215,0.24375,0.6111111111111112,351,550,993,741,1440,900,0,0,0,0,0,0,1
1612448852267,0.24375,0.6111111111111112,351,550,993,741,1440,900,0,0,0,0,0,0,1
1612448852320,0.24375,0.6111111111111112,351,550,993,741,1440,900,0,0,0,0,0,0,1
1612448852374,0.24375,0.6111111111111112,351,550,993,741,1440,900,0,0,0,0,0,0,1
1612448852426,0.24375,0.6111111111111112,351,550,993,741,1440,900,0,0,0,0,0,0,1
1612448852479,0.24375,0.6111111111111112,351,550,993,741,1440,900,0,0,0,0,0,0,1
1612448852531,0.23958333333333334,0.6111111111111112,345,550,987,741,1440,900,0,0,0,0,0,0,1
1612448852637,0.2263888888888889,0.6111111111111112,326,550,968,741,1440,900,0,0,0,0,0,0,1
1612448852689,0.2263888888888889,0.6111111111111112,326,550,968,741,1440,900,0,0,0,0,0,0,1
1612448853467,0.24861111111111112,0.6255555555555555,358,563,1000,754,1440,900,0,0,0,0,0,0,1
1612448853520,0.24861111111111112,0.6255555555555555,358,563,1000,754,1440,900,0,0,0,0,0,0,1
1612448853572,0.24861111111111112,0.6255555555555555,358,563,1000,754,1440,900,0,0,0,0,0,0,1
1612448853675,0.24930555555555556,0.6255555555555555,359,563,1001,754,1440,900,0,0,0,0,0,0,1
1612448853727,0.27847222222222223,0.6311111111111111,401,568,1043,759,1440,900,0,0,0,0,0,0,1
1612448853777,0.3111111111111111,0.6344444444444445,448,571,1090,762,1440,900,0,0,0,0,0,0,1
1612448853829,0.3326388888888889,0.6344444444444445,479,571,1121,762,1440,900,0,0,0,0,0,0,1
1612448853881,0.33958333333333335,0.6333333333333333,489,570,1131,761,1440,900,0,0,0,0,0,0,1
1612448853933,0.3416666666666667,0.6322222222222222,492,569,1134,760,1440,900,0,0,0,0,0,0,1
1612448853986,0.3458333333333333,0.6322222222222222,498,569,1140,760,1440,900,0,0,0,0,0,0,1
1612448854038,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,1
1612448854094,0.34652777777777777,0.6322222222222222,499,569,1141,760,1440,900,0,0,0,0,0,0,1
1612448869986,0.2520833333333333,0.6188888888888889,363,557,1005,748,1440,900,0,0,0,0,0,0,1
1612448870037,0.2520833333333333,0.6188888888888889,363,557,1005,748,1440,900,0,0,0,0,0,0,1
1612448870087,0.2520833333333333,0.6188888888888889,363,557,1005,748,1440,900,0,0,0,0,0,0,1
1612448870143,0.2520833333333333,0.6188888888888889,363,557,1005,748,1440,900,0,0,0,0,0,0,1
1612448870196,0.2520833333333333,0.6188888888888889,363,557,1005,748,1440,900,0,0,0,0,0,0,1
1612448870246,0.2520833333333333,0.6188888888888889,363,557,1005,748,1440,900,0,0,0,0,0,0,1
1612448870297,0.2520833333333333,0.6188888888888889,363,557,1005,748,1440,900,0,0,0,0,0,0,1
1612448870351,0.2520833333333333,0.6188888888888889,363,557,1005,748,1440,900,0,0,0,0,0,0,1
1612448870404,0.2590277777777778,0.6188888888888889,373,557,1015,748,1440,900,0,0,0,0,0,0,1
1612448870456,0.26944444444444443,0.6188888888888889,388,557,1030,748,1440,900,0,0,0,0,0,0,1
1612448870506,0.27569444444444446,0.6166666666666667,397,555,1039,746,1440,900,0,0,0,0,0,0,1
1612448870570,0.28402777777777777,0.6122222222222222,409,551,1051,742,1440,900,0,0,0,0,0,0,1
1612448870622,0.2972222222222222,0.6,428,540,1070,731,1440,900,0,0,0,0,0,0,1
1612448870674,0.3034722222222222,0.5833333333333334,437,525,1079,716,1440,900,0,0,0,0,0,0,1
1612448870827,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448870878,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448870933,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448870984,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871039,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871090,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871144,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871195,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871246,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871298,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871352,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871403,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871454,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871505,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871557,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871609,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871663,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871715,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871818,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871874,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871929,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448871984,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872039,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872091,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872147,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872201,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872251,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872303,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872356,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872410,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872464,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872516,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872569,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872621,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872673,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872779,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872829,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872880,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872935,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448872988,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873039,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873092,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873143,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873196,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873248,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873301,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873356,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873408,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873459,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873511,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873563,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873614,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873670,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873725,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873831,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873882,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873937,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448873989,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874042,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874097,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874148,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874200,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874254,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874305,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874355,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874410,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874461,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874516,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874569,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874623,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874674,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874726,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874832,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874888,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874942,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448874998,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448875049,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448875104,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448875156,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
1612448875209,0.31875,0.5477777777777778,459,493,1101,684,1440,900,0,0,0,1,0,0,0
