timestamp,data.clientX_norm,data.clientY_norm,data.clientX,data.clientY,data.screenX,data.screenY,data.screenWidth,data.screenHeight,data.isClicking,data.isDblClicking,data.isTyping,data.currentMouseElement_element:background,data.currentMouseElement_element:item,data.currentMouseElement_element:item:answer,data.currentMouseElement_element:item:text,data.currentMouseElement_element:navbar-bottom,data.currentMouseElement_element:navbar-top
1612448666462,0.5578125,0.8858333333333334,1071,1063,1071,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448666521,0.5578125,0.8858333333333334,1071,1063,1071,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448666582,0.5578125,0.8858333333333334,1071,1063,1071,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448666642,0.5578125,0.8858333333333334,1071,1063,1071,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448666703,0.5578125,0.8858333333333334,1071,1063,1071,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448666764,0.5578125,0.8858333333333334,1071,1063,1071,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448666823,0.5578125,0.8858333333333334,1071,1063,1071,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448666885,0.5578125,0.8858333333333334,1071,1063,1071,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448666946,0.5578125,0.8858333333333334,1071,1063,1071,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448667005,0.5578125,0.8858333333333334,1071,1063,1071,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448667064,0.5578125,0.8858333333333334,1071,1063,1071,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448667124,0.5578125,0.8858333333333334,1071,1063,1071,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448667245,0.5578125,0.8858333333333334,1071,1063,1071,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448667305,0.5578125,0.8858333333333334,1071,1063,1071,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448667365,0.5578125,0.8858333333333334,1071,1063,1071,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448667425,0.5697916666666667,0.8858333333333334,1094,1063,1094,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448667478,0.584375,0.8858333333333334,1122,1063,1122,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448667531,0.5848958333333333,0.8858333333333334,1123,1063,1123,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448667590,0.5848958333333333,0.8858333333333334,1123,1063,1123,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448667651,0.5848958333333333,0.8858333333333334,1123,1063,1123,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448681405,0.4791666666666667,0.8883333333333333,920,1066,920,1140,1920,1200,0,0,0,0,0,0,0,1,0
1612448681466,0.4791666666666667,0.8883333333333333,920,1066,920,1140,1920,1200,0,0,0,0,0,0,0,1,0
1612448681526,0.4791666666666667,0.8883333333333333,920,1066,920,1140,1920,1200,0,0,0,0,0,0,0,1,0
1612448681586,0.4791666666666667,0.8883333333333333,920,1066,920,1140,1920,1200,0,0,0,0,0,0,0,1,0
1612448681646,0.4791666666666667,0.8883333333333333,920,1066,920,1140,1920,1200,0,0,0,0,0,0,0,1,0
1612448681707,0.4791666666666667,0.8883333333333333,920,1066,920,1140,1920,1200,0,0,0,0,0,0,0,1,0
1612448681768,0.4791666666666667,0.8883333333333333,920,1066,920,1140,1920,1200,0,0,0,0,0,0,0,1,0
1612448681830,0.4791666666666667,0.8883333333333333,920,1066,920,1140,1920,1200,0,0,0,0,0,0,0,1,0
1612448681890,0.4791666666666667,0.8883333333333333,920,1066,920,1140,1920,1200,0,0,0,0,0,0,0,1,0
1612448681951,0.4791666666666667,0.8883333333333333,920,1066,920,1140,1920,1200,0,0,0,0,0,0,0,1,0
1612448682011,0.4791666666666667,0.8883333333333333,920,1066,920,1140,1920,1200,0,0,0,0,0,0,0,1,0
1612448682072,0.478125,0.8883333333333333,918,1066,918,1140,1920,1200,0,0,0,0,0,0,0,1,0
1612448682133,0.4713541666666667,0.8833333333333333,905,1060,905,1134,1920,1200,0,0,0,0,0,0,0,1,0
1612448682193,0.4703125,0.8833333333333333,903,1060,903,1134,1920,1200,0,0,0,0,0,0,0,1,0
1612448682253,0.4703125,0.8833333333333333,903,1060,903,1134,1920,1200,0,0,0,0,0,0,0,1,0
1612448682313,0.46979166666666666,0.8825,902,1059,902,1133,1920,1200,0,0,0,0,0,0,0,1,0
1612448682435,0.46927083333333336,0.8825,901,1059,901,1133,1920,1200,0,0,0,0,0,0,0,1,0
1612448682492,0.46927083333333336,0.8858333333333334,901,1063,901,1137,1920,1200,0,0,0,0,0,0,0,1,0
1612448682556,0.46927083333333336,0.8891666666666667,901,1067,901,1141,1920,1200,0,0,0,0,0,0,0,1,0
1612448682618,0.46927083333333336,0.8891666666666667,901,1067,901,1141,1920,1200,0,0,0,0,0,0,0,1,0
1612448682678,0.46927083333333336,0.8891666666666667,901,1067,901,1141,1920,1200,0,0,0,0,0,0,0,1,0
1612448682739,0.46927083333333336,0.8891666666666667,901,1067,901,1141,1920,1200,0,0,0,0,0,0,0,1,0
1612448682801,0.46927083333333336,0.8891666666666667,901,1067,901,1141,1920,1200,0,0,0,0,0,0,0,1,0
1612448682857,0.4661458333333333,0.8875,895,1065,895,1139,1920,1200,0,0,0,0,0,0,0,1,0
1612448682908,0.4640625,0.8866666666666667,891,1064,891,1138,1920,1200,0,0,0,0,0,0,0,1,0
1612448682967,0.4635416666666667,0.8866666666666667,890,1064,890,1138,1920,1200,0,0,0,0,0,0,0,1,0
1612448683027,0.4635416666666667,0.8866666666666667,890,1064,890,1138,1920,1200,0,0,0,0,0,0,0,1,0
1612448683088,0.4635416666666667,0.8866666666666667,890,1064,890,1138,1920,1200,0,0,0,0,0,0,0,1,0
1612448691115,0.5635416666666667,0.89,1082,1068,1082,1142,1920,1200,0,0,0,1,0,0,0,0,0
1612448691167,0.5682291666666667,0.8966666666666666,1091,1076,1091,1150,1920,1200,0,0,0,1,0,0,0,0,0
1612448691343,0.5520833333333334,0.7675,1060,921,1060,995,1920,1200,1,0,0,1,0,0,0,0,0
1612448691396,0.4822916666666667,0.52,926,624,926,698,1920,1200,0,0,0,0,1,0,0,0,0
1612448691447,0.47291666666666665,0.46416666666666667,908,557,908,631,1920,1200,0,0,0,0,0,1,0,0,0
1612448691554,0.45677083333333335,0.4125,877,495,877,569,1920,1200,0,0,0,0,1,0,0,0,0
1612448691615,0.45677083333333335,0.4125,877,495,877,569,1920,1200,0,0,0,0,1,0,0,0,0
1612448691675,0.45677083333333335,0.4125,877,495,877,569,1920,1200,0,0,0,0,1,0,0,0,0
1612448691737,0.45677083333333335,0.4125,877,495,877,569,1920,1200,0,0,0,0,1,0,0,0,0
1612448691796,0.45989583333333334,0.43416666666666665,883,521,883,595,1920,1200,0,0,0,0,0,0,1,0,0
1612448691850,0.46197916666666666,0.4508333333333333,887,541,887,615,1920,1200,0,0,0,0,1,0,0,0,0
1612448691903,0.4625,0.4508333333333333,888,541,888,615,1920,1200,0,0,0,0,1,0,0,0,0
