timestamp,data.clientX_norm,data.clientY_norm,data.clientX,data.clientY,data.screenX,data.screenY,data.screenWidth,data.screenHeight,data.isClicking,data.isDblClicking,data.isTyping,data.currentMouseElement_element:background,data.currentMouseElement_element:item,data.currentMouseElement_element:item:answer,data.currentMouseElement_element:navbar-bottom
1612448771804,0.5109375,0.8703703703703703,981,940,981,1042,1920,1080,0,0,0,0,0,0,1
1612448772628,0.5109375,0.8703703703703703,981,940,981,1042,1920,1080,0,0,0,0,0,0,1
1612448772679,0.5109375,0.8703703703703703,981,940,981,1042,1920,1080,0,0,0,0,0,0,1
1612448772729,0.5109375,0.8703703703703703,981,940,981,1042,1920,1080,0,0,0,0,0,0,1
1612448772790,0.5109375,0.8703703703703703,981,940,981,1042,1920,1080,0,0,0,0,0,0,1
1612448772841,0.5109375,0.8703703703703703,981,940,981,1042,1920,1080,0,0,0,0,0,0,1
1612448773419,0.5109375,0.8703703703703703,981,940,981,1042,1920,1080,0,0,0,0,0,0,1
1612448773469,0.5109375,0.8703703703703703,981,940,981,1042,1920,1080,0,0,0,0,0,0,1
1612448773520,0.5109375,0.8703703703703703,981,940,981,1042,1920,1080,0,0,0,0,0,0,1
1612448773570,0.5109375,0.8703703703703703,981,940,981,1042,1920,1080,0,0,0,0,0,0,1
1612448773621,0.5109375,0.8703703703703703,981,940,981,1042,1920,1080,0,0,0,0,0,0,1
1612448773682,0.4890625,0.825925925925926,939,892,939,994,1920,1080,0,0,0,1,0,0,0
1612448773733,0.46145833333333336,0.7731481481481481,886,835,886,937,1920,1080,0,0,0,1,0,0,0
1612448773786,0.44375,0.7361111111111112,852,795,852,897,1920,1080,0,0,0,1,0,0,0
1612448773836,0.434375,0.7138888888888889,834,771,834,873,1920,1080,0,0,0,1,0,0,0
1612448774141,0.41770833333333335,0.5898148148148148,802,637,802,739,1920,1080,0,0,0,0,0,1,0
1612448774192,0.41770833333333335,0.5851851851851851,802,632,802,734,1920,1080,0,0,0,0,0,1,0
1612448774243,0.41770833333333335,0.5833333333333334,802,630,802,732,1920,1080,0,0,0,0,0,1,0
1612448774294,0.41770833333333335,0.5833333333333334,802,630,802,732,1920,1080,0,0,0,0,0,1,0
1612448774345,0.41770833333333335,0.5833333333333334,802,630,802,732,1920,1080,0,0,0,0,0,1,0
