timestamp,data.clientX_norm,data.clientY_norm,data.clientX,data.clientY,data.screenX,data.screenY,data.screenWidth,data.screenHeight,data.isClicking,data.isDblClicking,data.isTyping,data.currentMouseElement_element:background,data.currentMouseElement_element:item,data.currentMouseElement_element:item:answer,data.currentMouseElement_element:item:text,data.currentMouseElement_element:navbar-bottom
1612448793314,0.5711436170212766,0.7966101694915254,859,799,859,870,1504,1003,1,0,0,0,0,0,0,1
1612448793365,0.5704787234042553,0.7976071784646062,858,800,858,870,1504,1003,0,0,0,1,0,0,0,0
1612448793558,0.5226063829787234,0.7996011964107677,786,802,786,872,1504,1003,0,0,0,0,0,0,0,1
1612448793612,0.5212765957446809,0.7756729810568295,784,778,784,848,1504,1003,0,0,0,0,0,0,0,1
1612448793664,0.5246010638297872,0.707876370887338,789,710,789,781,1504,1003,0,0,0,1,0,0,0,0
1612448793715,0.5212765957446809,0.5822532402791625,784,584,784,655,1504,1003,0,0,0,0,0,1,0,0
1612448793766,0.5106382978723404,0.5363908275174477,768,538,768,609,1504,1003,0,0,0,0,0,0,1,0
1612448793817,0.49933510638297873,0.4935194416749751,751,495,751,566,1504,1003,0,0,0,0,0,0,1,0
1612448793868,0.4913563829787234,0.47258225324027914,739,474,739,544,1504,1003,0,0,0,0,0,0,1,0
1612448793919,0.488031914893617,0.4646061814556331,734,466,734,537,1504,1003,0,0,0,0,0,0,1,0
1612448793972,0.47938829787234044,0.45862412761714855,721,460,721,531,1504,1003,0,0,0,0,0,0,1,0
1612448794023,0.4734042553191489,0.45862412761714855,712,460,712,531,1504,1003,0,0,0,0,0,0,1,0
1612448794076,0.4734042553191489,0.4596211365902293,712,461,712,532,1504,1003,0,0,0,0,0,0,1,0
1612448794127,0.488031914893617,0.4955134596211366,734,497,734,568,1504,1003,0,0,0,0,0,0,1,0
1612448794179,0.48936170212765956,0.5154536390827518,736,517,736,588,1504,1003,0,0,0,0,0,0,1,0
1612448794232,0.4627659574468085,0.5453639082751744,696,547,696,618,1504,1003,0,0,0,0,1,0,0,0
1612448794282,0.45013297872340424,0.5712861415752741,677,573,677,644,1504,1003,0,0,0,0,0,1,0,0
1612448794334,0.4434840425531915,0.5822532402791625,667,584,667,654,1504,1003,0,0,0,0,0,1,0,0
1612448794385,0.4421542553191489,0.5852442671984048,665,587,665,658,1504,1003,0,0,0,0,0,1,0,0
1612448794436,0.4421542553191489,0.5942173479561316,665,596,665,666,1504,1003,0,0,0,0,0,1,0,0
1612448794487,0.4421542553191489,0.5942173479561316,665,596,665,666,1504,1003,0,0,0,0,0,1,0,0
1612448794541,0.4421542553191489,0.5942173479561316,665,596,665,666,1504,1003,0,0,0,0,0,1,0,0
1612448794603,0.4421542553191489,0.5942173479561316,665,596,665,666,1504,1003,0,0,0,0,0,1,0,0
1612448794655,0.4428191489361702,0.5932203389830508,666,595,666,666,1504,1003,0,0,0,0,0,1,0,0
1612448794706,0.4434840425531915,0.5922233300099701,667,594,667,665,1504,1003,0,0,0,0,0,1,0,0
1612448794758,0.4441489361702128,0.5912263210368893,668,593,668,664,1504,1003,0,0,0,0,0,1,0,0
1612448794811,0.4441489361702128,0.5902293120638086,668,592,668,663,1504,1003,0,0,0,0,0,1,0,0
1612448794868,0.4441489361702128,0.5902293120638086,668,592,668,663,1504,1003,0,0,0,0,0,1,0,0
1612448794930,0.4441489361702128,0.5902293120638086,668,592,668,663,1504,1003,0,0,0,0,0,1,0,0
1612448795044,0.4454787234042553,0.5902293120638086,670,592,670,663,1504,1003,1,0,0,0,0,1,0,0
