timestamp,data.clientX_norm,data.clientY_norm,data.clientX,data.clientY,data.screenX,data.screenY,data.screenWidth,data.screenHeight,data.isClicking,data.isDblClicking,data.isTyping,data.currentMouseElement_element:background,data.currentMouseElement_element:item,data.currentMouseElement_element:item:answer,data.currentMouseElement_element:item:text,data.currentMouseElement_element:navbar-bottom
1612448710681,0.418359375,0.26944444444444443,1071,388,3527,686,2560,1440,0,0,0,0,0,0,1,0
1612448710732,0.418359375,0.26944444444444443,1071,388,3527,686,2560,1440,0,0,0,0,0,0,1,0
1612448710783,0.41796875,0.26944444444444443,1070,388,3526,686,2560,1440,0,0,0,0,0,0,1,0
1612448710834,0.41328125,0.2673611111111111,1058,385,3507,682,2560,1440,0,0,0,0,0,0,1,0
1612448710885,0.383203125,0.26805555555555555,981,386,3392,683,2560,1440,0,0,0,0,0,0,1,0
1612448710935,0.309375,0.29375,792,423,3108,739,2560,1440,0,0,0,0,0,0,1,0
1612448710987,0.273046875,0.3416666666666667,699,492,2969,843,2560,1440,0,0,0,0,0,0,1,0
1612448711038,0.275390625,0.37777777777777777,705,544,2978,920,2560,1440,0,0,0,0,0,0,1,0
1612448711088,0.27734375,0.39375,710,567,2986,955,2560,1440,0,0,0,0,0,1,0,0
1612448711139,0.276171875,0.41388888888888886,707,596,2981,999,2560,1440,0,0,0,0,0,1,0,0
1612448711190,0.275,0.41944444444444445,704,604,2976,1011,2560,1440,0,0,0,0,1,0,0,0
1612448711240,0.275,0.4201388888888889,704,605,2976,1012,2560,1440,0,0,0,0,1,0,0,0
1612448711291,0.275,0.41875,704,603,2977,1009,2560,1440,0,0,0,0,0,1,0,0
1612448711392,0.27578125,0.40625,706,585,2980,982,2560,1440,0,0,0,0,0,1,0,0
1612448711443,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448711494,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448711545,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448711595,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448711645,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,1,0,0,0,0,1,0,0
1612448711696,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448711747,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448711798,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448711849,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448711899,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448711950,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712001,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712052,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712103,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712154,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712205,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712256,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712307,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712409,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712460,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712510,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712561,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712612,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712663,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712714,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712765,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712816,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712867,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
1612448712917,0.276171875,0.4041666666666667,707,582,2981,977,2560,1440,0,0,0,0,0,1,0,0
